doid	name	type
DOID:13146	Candida Esophagitis	exact-synonym
DOID:13146	Candidal esophagitis	exact-synonym
DOID:13146	Candidiasis of the esophagus (disorder)	exact-synonym
DOID:13146	esophageal moniliasis	exact-synonym
DOID:13146	esophageal thrush	exact-synonym
DOID:9672	noma	name
DOID:9672	Cancrum oris	exact-synonym
DOID:9672	Gangrenous stomatitis	exact-synonym
DOID:3717	gastric adenocarcinoma	name
DOID:3717	adenocarcinoma of stomach (disorder)	exact-synonym
DOID:3717	stomach adenocarcinoma	exact-synonym
DOID:12053	cryptococcosis	name
DOID:12053	Busse-Buschke's disease	exact-synonym
DOID:12053	cryptococcal infection	exact-synonym
DOID:12053	cryptococcus neoformans infection	related-synonym
DOID:12053	European cryptococcosis	exact-synonym
DOID:12053	torula	exact-synonym
DOID:12053	torulosis	exact-synonym
DOID:10354	breast fibrocystic disease	name
DOID:10354	breast Fibrocystic Change	exact-synonym
DOID:10354	Diffuse cystic mastopathy	exact-synonym
DOID:10354	Diffuse cystic mastopathy	exact-synonym
DOID:10354	Fibrocystic disease of breast	exact-synonym
DOID:10354	FIBROcystic DISEASE OF breast	exact-synonym
DOID:10354	Fibrocystic disease of breast	exact-synonym
DOID:10354	Fibrocystic disease of breast	exact-synonym
DOID:10354	Fibrocystic disease of breast (disorder)	exact-synonym
DOID:3223	complex regional pain syndrome	name
DOID:3223	Complex regional pain syndromes (disorder)	exact-synonym
DOID:7949	stroma-dominant and stroma-poor composite ganglioneuroblastoma	name
DOID:0050584	gummatous syphilis	name
DOID:12842	Guillain-Barre syndrome	name
DOID:12842	acute inf. polyneuritis	exact-synonym
DOID:12842	acute inf. polyneuritis	exact-synonym
DOID:12842	acute infective polyneuritis	exact-synonym
DOID:12842	acute Infective Polyneuritis	exact-synonym
DOID:12842	acute infective polyneuritis	exact-synonym
DOID:12842	acute infective polyneuritis (disorder)	exact-synonym
DOID:12842	acute infective polyneuritis NOS (disorder)	exact-synonym
DOID:12842	acute postinfectious polyneuropathy	exact-synonym
DOID:12842	Guillain-Barre syndrome (disorder)	exact-synonym
DOID:12842	Infectious neuronitis (disorder)	exact-synonym
DOID:12842	Post-infectious polyneuritis (disorder)	exact-synonym
DOID:12842	Postinfectious polyneuritis	exact-synonym
DOID:0050588	muscular dystrophy-dystroglycanopathy	name
DOID:0050588	CMD due to dystroglycanopathy	exact-synonym
DOID:14762	calcaneonavicular coalition	name
DOID:14762	Multiple synostosis syndrome (disorder)	exact-synonym
DOID:14762	SYNOSTOSES, TARSAL, CARPAL AND DIGITAL	exact-synonym
DOID:813	septic arthritis	name
DOID:813	infectious arthritis	exact-synonym
DOID:0050592	asphyxiating thoracic dystrophy	name
DOID:0050592	Jeune syndrome	exact-synonym
DOID:0050589	inflammatory bowel disease	name
DOID:11766	blind hypotensive eye	name
DOID:11766	Blind hypotensive eye (disorder)	exact-synonym
DOID:0060161	Kennedy's disease	name
DOID:0060161	Kennedy disease	exact-synonym
DOID:0060161	SBMA	exact-synonym
DOID:0060161	spinal bulbar muscular atrophy	exact-synonym
DOID:0060161	Spinobulbar Muscular Atrophy	exact-synonym
DOID:0060161	X-Linked Bulbo-Spinal Atrophy	exact-synonym
DOID:0060161	X-linked Spinal and Bulbar Muscular Atrophy	exact-synonym
DOID:2602	chondroma	name
DOID:2602	central Chondroma	exact-synonym
DOID:2602	Chondroma (morphologic abnormality)	exact-synonym
DOID:2602	Chondroma NOS (morphologic abnormality)	exact-synonym
DOID:0050585	congenital generalized lipodystrophy	name
DOID:0050585	Beradinelli-Seip syndrome	exact-synonym
DOID:0050596	taeniasis	name
DOID:0050596	Beef tapeworm infection	related-synonym
DOID:0050596	Infection by Taeniarhynchus saginatus	related-synonym
DOID:0050596	Taenia saginata infectious disease	related-synonym
DOID:4995	cervical adenomyoma	name
DOID:4231	histiocytoma	name
DOID:0050590	severe congenital neutropenia	name
DOID:9877	urethral gland abscess	name
DOID:7302	endodermal sinus pattern testicular yolk sac tumor	name
DOID:7961	cervical non-keratinizing squamous cell carcinoma	name
DOID:0050594	glycogen storage disease IX	name
DOID:5199	ureteral obstruction	name
DOID:13159	scrotum squamous cell carcinoma	name
DOID:13159	Scrotal squamous cell carcinoma	exact-synonym
DOID:13159	squamous cell carcinoma of scrotum	related-synonym
DOID:13159	squamous cell carcinoma of scrotum (disorder)	exact-synonym
DOID:0060085	organ system benign neoplasm	name
DOID:12055	sarcoid meningitis	name
DOID:12055	Meningitis in sarcoidosis	exact-synonym
DOID:12055	Sarcoid meningitis (disorder)	exact-synonym
DOID:9673	ulcerative stomatitis	name
DOID:2942	bronchiolitis	name
DOID:2273	vulvovaginitis	name
DOID:2273	Vulvo-vaginitis	exact-synonym
DOID:0060020	reticular dysgenesis	name
DOID:0060020	aleukocytosis	related-synonym
DOID:0060020	De Vaal disease	exact-synonym
DOID:0050251	coenurosis	name
DOID:423	myopathy	name
DOID:3459	breast carcinoma	name
DOID:3459	carcinoma OF breast	exact-synonym
DOID:3459	carcinoma of breast	exact-synonym
DOID:3459	carcinoma of breast (disorder)	exact-synonym
DOID:3459	carcinoma of breast NOS (disorder)	exact-synonym
DOID:3459	Mammary carcinoma	exact-synonym
DOID:9336	bestiality	name
DOID:9336	Zoophilia	exact-synonym
DOID:4230	smooth muscle cancer	name
DOID:4230	malignant tumor of Smooth Muscle	exact-synonym
DOID:11781	regular astigmatism	name
DOID:11781	Regular astigmatism (disorder)	exact-synonym
DOID:9153	variola minor	name
DOID:9153	Alastrim (disorder)	exact-synonym
DOID:9153	cottonpox	exact-synonym
DOID:9153	milkpox	exact-synonym
DOID:9153	Variola minor	exact-synonym
DOID:9153	whitepox	exact-synonym
DOID:2916	hypersensitivity reaction type IV disease	name
DOID:2916	immunoproliferative disease	related-synonym
DOID:7959	duodenal gastrinoma	name
DOID:7959	duodenal G-cell gastrin producing tumor	exact-synonym
DOID:7959	Gastrinoma of duodenum	exact-synonym
DOID:7959	malignant duodenal gastrinoma	exact-synonym
DOID:13656	gastrin secretion abnormality	name
DOID:13656	abnormality of gastrin secretion	exact-synonym
DOID:13656	abnormality of secretion of gastrin	exact-synonym
DOID:13656	abnormality of secretion of gastrin (disorder)	exact-synonym
DOID:13656	Gastrin secretion abnormality NOS (disorder)	exact-synonym
DOID:0060039	autoimmune disease of skin and connective tissue	name
DOID:5577	gastrinoma	name
DOID:5577	Gastrin cell tumour	exact-synonym
DOID:5577	Gastrin Secreting tumor	exact-synonym
DOID:5577	malignant gastrinoma	exact-synonym
DOID:1206	Rett syndrome	name
DOID:1206	cerebroatrophic hyperammonemia	exact-synonym
DOID:1206	Rett's disorder	exact-synonym
DOID:11685	inflamed seborrheic keratosis	name
DOID:8507	juvenile dermatitis herpetiformis	name
DOID:8507	Juvenile dermatitis herpetiformis (disorder)	exact-synonym
DOID:4286	sebaceous basal cell carcinoma	name
DOID:4286	skin basosebaceous basal cell carcinoma	exact-synonym
DOID:2609	adenomyoma	name
DOID:2609	adenomyoma (morphologic abnormality)	exact-synonym
DOID:8616	Peyronie's disease	name
DOID:8616	Induratio penis plastica	exact-synonym
DOID:8616	Induratio penis plastica (disorder)	exact-synonym
DOID:8616	Peyronie disease	exact-synonym
DOID:8616	Peyronie's Fibromatosis	exact-synonym
DOID:0050721	serine deficiency	name
DOID:13399	color blindness	name
DOID:13399	BLINDNESS COLOR	exact-synonym
DOID:13399	Colour blindness	exact-synonym
DOID:13399	Colour vision deficiency	exact-synonym
DOID:1519	cecum carcinoma	name
DOID:1519	Caecum carcinoma	exact-synonym
DOID:1519	carcinoma of cecum	exact-synonym
DOID:1519	Cecal cancer	exact-synonym
DOID:9778	irritable bowel syndrome	name
DOID:9778	IBD	exact-synonym
DOID:9778	Irritable colon	exact-synonym
DOID:9778	Psychogenic IBS	related-synonym
DOID:1964	fallopian tube cancer	name
DOID:1964	fallopian tube neoplasm	exact-synonym
DOID:1964	malignant neoplasm of uterine tube	exact-synonym
DOID:1964	malignant tumor of fallopian tube (disorder)	exact-synonym
DOID:1964	malignant tumour of fallopian tube	exact-synonym
DOID:1964	neoplasm of fallopian tube (disorder)	exact-synonym
DOID:1964	tumor of the fallopian tube	exact-synonym
DOID:1964	tumor, fallopian tube, malignant	exact-synonym
DOID:481	central nervous system hereditary degenerative disease	name
DOID:6906	glomangiomatosis	name
DOID:9794	hereditary choroidal atrophy	name
DOID:3710	bladder colloid adenocarcinoma	name
DOID:6872	spinal cord primitive neuroectodermal neoplasm	name
DOID:6872	Spinal Cord PNET	exact-synonym
DOID:3495	extrahepatic bile duct adenocarcinoma	name
DOID:3495	adenocarcinoma of extrahepatic bile duct	exact-synonym
DOID:3495	adenocarcinoma of the extrahepatic bile duct	related-synonym
DOID:298	lacrimal gland adenocarcinoma	name
DOID:298	adenocarcinoma of lacrimal gland	related-synonym
DOID:133	vaginal mullerian papilloma	name
DOID:7013	ovarian mucinous cystadenofibroma	name
DOID:261	transverse colon cancer	name
DOID:261	Ca transverse colon	exact-synonym
DOID:261	Ca transverse colon (disorder)	exact-synonym
DOID:261	malignant tumor of transverse colon (disorder)	exact-synonym
DOID:5147	dartoic leiomyoma	name
DOID:5147	Dartoic leiomyoma	exact-synonym
DOID:5147	Dartoic myoma (disorder)	exact-synonym
DOID:11125	qualitative platelet defect	name
DOID:11125	Qualitative platelet deficiency NOS (disorder)	exact-synonym
DOID:14497	Wolman disease	name
DOID:14497	Acid esterase deficiency	exact-synonym
DOID:14497	Acid lipase deficiency, NOS	exact-synonym
DOID:14497	Wolman xanthomatosis	exact-synonym
DOID:14497	Wolman's disease (disorder)	exact-synonym
DOID:14497	Wolman's or triglyceride storage type III disease	exact-synonym
DOID:14497	Xanthomatosis, familial	exact-synonym
DOID:14497	Xanthomatosis, familial (disorder)	exact-synonym
DOID:117	heart cancer	name
DOID:117	Cardiac tumor	exact-synonym
DOID:117	malignant Cardiac tumor	exact-synonym
DOID:117	malignant neoplasm of heart	exact-synonym
DOID:117	Tumour of heart	exact-synonym
DOID:169	neuroendocrine tumor	name
DOID:169	neuroendocrine neoplasm	exact-synonym
DOID:262	kidney hemangiopericytoma	name
DOID:262	hemangiopericytoma of kidney (disorder)	exact-synonym
DOID:262	renal hemangiopericytoma	exact-synonym
DOID:14498	lipoid proteinosis	name
DOID:14498	Lipid proteinosis (disorder)	exact-synonym
DOID:14498	Lipoid proteinosis	exact-synonym
DOID:14498	URBACH-WIETHE DISEASE	exact-synonym
DOID:13402	skin sarcoidosis	name
DOID:13402	Cutaneous sarcoid	exact-synonym
DOID:13402	Cutaneous Sarcoidosis	exact-synonym
DOID:13402	Cutaneous sarcoidosis (disorder)	exact-synonym
DOID:14332	postencephalitic Parkinson disease	name
DOID:14332	Postencephalitic Parkinsonism	exact-synonym
DOID:14332	Postencephalitic parkinsonism	exact-synonym
DOID:14332	Postencephalitic parkinsonism (disorder)	exact-synonym
DOID:14225	acute frontal sinusitis	name
DOID:14225	acute frontal sinusitis (disorder)	exact-synonym
DOID:5757	endocervicitis	name
DOID:5757	Endocervicitis (disorder)	exact-synonym
DOID:5757	Endocervicitis unspecified (disorder)	exact-synonym
DOID:14499	Fabry disease	name
DOID:14499	alpha galactosidase deficiency	exact-synonym
DOID:14499	Alpha-galactosidase A deficiency	exact-synonym
DOID:14499	Alpha-galactosidase A deficiency	exact-synonym
DOID:14499	Angiokeratoma Corporis Diffusum	exact-synonym
DOID:14499	deficiency of melibiase	exact-synonym
DOID:14499	Fabry's disease	exact-synonym
DOID:14499	Fabry's disease	exact-synonym
DOID:14499	Fabry's disease (disorder)	exact-synonym
DOID:2277	gonadal disease	name
DOID:1523	colon lymphoma	name
DOID:1523	Colonic Lymphoma	exact-synonym
DOID:0060198	amyotrophic lateral sclerosis type 6	name
DOID:0060198	ALS6	exact-synonym
DOID:0060198	amyotrophic lateral sclerosis 6, with or without frontotemporal dementia	exact-synonym
DOID:0060198	autosomal recessive amyotrophic lateral sclerosis 6	exact-synonym
DOID:13401	angioid streaks	name
DOID:4860	brain stem astrocytic neoplasm	name
DOID:4860	Brainstem astrocytoma	exact-synonym
DOID:13404	uveoparotid fever	name
DOID:13404	Heerfordt's syndrome (disorder)	exact-synonym
DOID:13404	Uveoparotid fever	exact-synonym
DOID:13404	Uveoparotid fever	exact-synonym
DOID:9427	hypertensive encephalopathy	name
DOID:134	vaginal glandular tumor	name
DOID:9975	cocaine dependence	name
DOID:8923	skin melanoma	name
DOID:8923	cutaneous melanoma	exact-synonym
DOID:8923	malignant ear melanoma	exact-synonym
DOID:8923	malignant lip melanoma	exact-synonym
DOID:8923	malignant lower limb melanoma	exact-synonym
DOID:8923	malignant melanoma of ear and/or external auricular canal	exact-synonym
DOID:8923	malignant melanoma of skin of lower limb	exact-synonym
DOID:8923	malignant melanoma of skin of trunk except scrotum	exact-synonym
DOID:8923	malignant melanoma of skin of upper limb	exact-synonym
DOID:8923	malignant neck melanoma	exact-synonym
DOID:8923	malignant scalp melanoma	exact-synonym
DOID:8923	malignant trunk melanoma	exact-synonym
DOID:8923	malignant upper limb melanoma	exact-synonym
DOID:14500	fucosidosis	name
DOID:14500	A-fucosidase deficiency	exact-synonym
DOID:14500	alpha fucosidase deficiency	exact-synonym
DOID:14500	Fucosidosis (disorder)	exact-synonym
DOID:1967	leiomyosarcoma	name
DOID:1967	Leiomyosarcomas	exact-synonym
DOID:1340	pure red-cell aplasia	name
DOID:1340	primary red cell aplasia	exact-synonym
DOID:1340	Pure red cell aplasia	exact-synonym
DOID:1340	Pure Red cell Aplasia	exact-synonym
DOID:1340	Pure red cell aplasia	exact-synonym
DOID:1340	Pure red cell aplasia (disorder)	exact-synonym
DOID:1340	Red cell hypoplasia	exact-synonym
DOID:2517	intracranial structure hemangioma	name
DOID:2517	Angioma of intracranial Structure	exact-synonym
DOID:2517	hemangioma of intracranial structure (disorder)	exact-synonym
DOID:2517	hemangioma of intracranial structures	exact-synonym
DOID:2517	hemangioma of intracranial structures (disorder)	exact-synonym
DOID:5852	inferolateral myocardial infarct	name
DOID:2425	cutaneous ganglioneuroma	name
DOID:2425	Cutaneous Ganglioneuroma	exact-synonym
DOID:2425	Ganglioneuroma of skin (disorder)	exact-synonym
DOID:13080	Jaccoud's syndrome	name
DOID:13080	Jaccoud syndrome	exact-synonym
DOID:14504	Niemann-Pick disease	name
DOID:14504	lipoid histiocytosis (classical phosphatide)	exact-synonym
DOID:14504	Niemann-Pick disease type A	exact-synonym
DOID:14504	Niemann-Pick disease type B	exact-synonym
DOID:14504	Niemann-Pick disease type C	exact-synonym
DOID:14504	NIEMANN-PICK DISEASE WITH CHOLESTEROL ESTERIFICATION BLOCK	exact-synonym
DOID:14504	NIEMANN-PICK DISEASE, SUBACUTE JUVENILE FORM	exact-synonym
DOID:14504	SPHINGOMYELIN LIPIDOSIS	exact-synonym
DOID:14504	Sphingomyelinase Deficiency Disease	exact-synonym
DOID:14504	Type A Niemann-Pick Disease	exact-synonym
DOID:1076	chronic pyelonephritis	name
DOID:8618	oral cavity cancer	name
DOID:8618	malignant neoplasm of anterior portion of floor of mouth	exact-synonym
DOID:8618	malignant neoplasm of floor of mouth	exact-synonym
DOID:8618	malignant neoplasm of lateral floor of mouth	exact-synonym
DOID:8618	malignant neoplasm of lateral portion of floor of mouth	exact-synonym
DOID:8618	malignant tumor of anterior floor of mouth (disorder)	exact-synonym
DOID:8618	malignant tumor of lateral floor of mouth (disorder)	exact-synonym
DOID:8618	malignant tumor of the Floor of the Mouth	exact-synonym
DOID:13406	pulmonary sarcoidosis	name
DOID:13406	lung Sarcoidosis	exact-synonym
DOID:14501	Sjogren-Larsson syndrome	name
DOID:14501	Sjogren Larsson syndrome	exact-synonym
DOID:14501	Sjogren Larsson syndrome	exact-synonym
DOID:14501	Sjogren Larsson syndrome	exact-synonym
DOID:14501	Sjogren-Larsson syndrome (disorder)	exact-synonym
DOID:14501	Sjogren-Larsson's syndrome	exact-synonym
DOID:1634	breast papillomatosis	name
DOID:1634	papillomatosis of the breast	exact-synonym
DOID:1969	cerebral palsy	name
DOID:1969	infantile cerebral palsy	exact-synonym
DOID:2115	B cell deficiency	name
DOID:2115	B cell (antibody) deficiencies	exact-synonym
DOID:2115	Immunoglobulin heavy chain deficiency (disorder)	exact-synonym
DOID:2115	immunoglobulin heavy chain deletion	exact-synonym
DOID:8924	autoimmune thrombocytopenic purpura	name
DOID:8924	Autoimmune thrombocytopenic purpura	exact-synonym
DOID:8924	Ideopath thrombocytopenic pur	related-synonym
DOID:8924	Idiopathic purpura	related-synonym
DOID:8924	idiopathic thrombocytopenic purpura	exact-synonym
DOID:8924	Immune thrombocytopenic purpura (disorder)	exact-synonym
DOID:8924	primary thrombocytopenic purpura	exact-synonym
DOID:8924	werlhof's disease	related-synonym
DOID:0050458	juvenile myelomonocytic leukemia	name
DOID:862	diplegia of upper limb	name
DOID:862	Diplegia of upper limbs (disorder)	exact-synonym
DOID:862	Diplegia, upper	exact-synonym
DOID:14502	cholesterol ester storage disease	name
DOID:3498	pancreatic ductal adenocarcinoma	name
DOID:3498	ductal adenocarcinoma of the pancreas	exact-synonym
DOID:0050452	mevalonic aciduria	name
DOID:0050452	Mevalonate Kinase Deficiency	exact-synonym
DOID:14515	WAGR syndrome	name
DOID:14515	11p partial monosomy syndrome (disorder)	exact-synonym
DOID:14515	Wilms tumor-Aniridia-Genitourinary Anomalies-Mental Retardation syndrome	exact-synonym
DOID:11577	Cauda equina syndrome	name
DOID:13405	cardiac sarcoidosis	name
DOID:13405	Cardiac sarcoidosis (disorder)	exact-synonym
DOID:13934	facial paralysis	name
