disease_id	name	description
DOID:3110	papillary cystadenocarcinoma	A cystadenocarcinoma that derives_from epithelial cells originating in glandular tissue, with cysts and papillary endophytic projections.
DOID:3111	cystadenocarcinoma	An adenocarcinoma that derives_from epithelial cells originating in glandular tissue, in which cystic accumulations of retained secretions are formed.
DOID:3112	papillary adenocarcinoma	An adenocarcinoma that derives_from epithelial cells originating in glandular tissue, which form complex papillary structures and exhibit compressive, destructive growth that replaces the normal tissue.
DOID:3113	papillary carcinoma	A carcinoma that is derived_from epithelial cells with finger like projections.
DOID:3114	serous cystadenocarcinoma	A cystadenocarcinoma that derives_from epithelial cells originating in glandular tissue forming serous lesions.
DOID:3116	kidney benign neoplasm	
DOID:3117	hepatobiliary benign neoplasm	A gastrointestinal system benign neoplasm located_in the hepatobiliary system.
DOID:3118	hepatobiliary disease	A gastrointestinal system disease that is located_in the liver and/or biliary tract.
DOID:3119	gastrointestinal system cancer	An organ system cancer located_in gastrointestinal tract that is manifested in organs of the gastrointestinal system.
DOID:312	tenosynovitis of foot and ankle	
DOID:3120	gallbladder papillomatosis	
DOID:3121	gallbladder cancer	A biliary tract cancer that is located_in the gallbladder.
DOID:3122	gastric outlet obstruction	
DOID:3127	proctitis	A rectal disease that involves inflammation of the rectal mucosa, which results from infection, inflammatory bowel disease, or radiation. Sexually transmitted pathogens (Neisseria gonorrhoeae, Chlamydia trachomatis, herpes simplex virus 1 and 2, Treponema pallidum) and enteric pathogens (Campylobacter, Shigella, Salmonella) are involved in the disease. Symptoms are rectal discomfort and bleeding.
DOID:3128	anus disease	
DOID:3132	porphyria cutanea tarda	An acute porphyria characterized by painful, blistering skin lesions that develop on sun-exposed skin.
DOID:3133	acute porphyria	A porphyria that has_symptom abdominal pain, has_symptom neuropathy, has_symptom autonomic instability and has_symptom psychosis.
DOID:3134	facial dermatosis	
DOID:3136	scalp dermatosis	
DOID:3137	multiple symmetrical lipomatosis	
DOID:3138	acanthosis nigricans	
DOID:314	tenosynovial giant cell tumor	
DOID:3140	scleredema adultorum	
DOID:3141	mucinoses	
DOID:3142	leg dermatosis	
DOID:3144	cutis laxa	A skin disease characterized by skin that is loose, hanging, wrinkled and lacking in elasticity; it can also affect connective tissue in other parts of the body, including the heart, blood vessels, joints, intestines and lungs.
DOID:3145	hyperlipoproteinemia type III	
DOID:3146	lipid metabolism disorder	An inherited metabolic disorder that involves the creation and degradation of lipids.
DOID:3148	dermal unilateral segmental cavernous angioma	
DOID:3149	keratoacanthoma	
DOID:315	synovium neoplasm	
DOID:3151	skin squamous cell carcinoma	A skin carcinoma that has_material_basis_in squamous cells.
DOID:3153	lipomatosis	
DOID:3156	incontinentia pigmenti achromians	
DOID:3158	hand dermatosis	
DOID:3159	photosensitivity disease	
DOID:3162	malignant spindle cell melanoma	A melanoma that is most commonly located_in sun-exposed skin and results_in_formation_ of spindle-like shaped cells that have a high recurrence rate even with treatment.
DOID:3165	skin benign neoplasm	
DOID:3166	leukemoid reaction	
DOID:3168	squamous cell neoplasm	A cell type benign neoplasm composed_of epithelial cells located_in the ectodermal or endodermal cells linking body cavities.
DOID:3172	papillary adenoma	
DOID:3173	fallopian tube serous papilloma	
DOID:3177	verrucous papilloma	
DOID:3178	skin papilloma	
DOID:3179	inverted papilloma	
DOID:318	progressive muscular atrophy	
DOID:3181	oligodendroglioma	
DOID:3183	childhood oligodendroglioma	
DOID:3184	spinal cord oligodendroglioma	
DOID:3185	spinal cord glioma	A spinal cancer that is located_in the spinal cord and has_material_basis_in glial cells.
DOID:3186	adult oligodendroglioma	
DOID:3187	brain oligodendroglioma	A brain glioma that has_material_basis_in oligodendrocytes.
DOID:319	spinal cord disease	
DOID:3191	nemaline myopathy	A congenital structural myopathy characterized by generally non-progressive muscle weakness of varying severity; certain muscle fibers show the presence of rod-like structures called nemaline bodies.
DOID:3192	neurilemmoma	
DOID:3193	peripheral nerve sheath neoplasm	A peripheral nervous system neoplasm that is located_in the connective tissue surrounding nerves.
DOID:3196	cellular schwannoma	A neurilemmoma with a predominantly cellular growth but no Verocay bodies.
DOID:3197	schwannoma of twelfth cranial nerve	
DOID:3198	hypoglossal nerve neoplasm	
DOID:3199	C-P angle neurinoma	
DOID:320	vascular myelopathy	
DOID:3200	cerebellopontine angle tumor	
DOID:3201	sympathetic neurilemmoma	
DOID:3202	neurilemmoma of the fifth cranial nerve	
DOID:3203	macrocystic neurilemmoma	
DOID:3204	neurilemmomatosis	
DOID:3205	melanotic neurilemmoma	
DOID:3206	plexiform schwannoma	
DOID:3209	junctional epidermolysis bullosa	
DOID:321	tropical spastic paraparesis	A viral infectious disease that results_in inflammation located_in spinal cord, has_material_basis_in Human T-lymphotropic virus 1, which is transmitted_by sexual contact, and transmitted_by breast feeding. The infection has_symptom spastic weakness of both legs, has_symptom muscle stiffness, has_symptom sensory disturbance, and has_symptom spasms.
DOID:3210	Pelizaeus-Merzbacher disease	
DOID:3211	lysosomal storage disease	An inherited metabolic disorder that involve an abnormal accumulation of substances inside the lysosome resulting from defects in lysosomal function.
DOID:3213	demyelinating disease	
DOID:3216	jejunal somatostatinoma	
DOID:3218	jejunal neoplasm	
DOID:322	myelitis	
DOID:3222	causalgia	
DOID:3223	complex regional pain syndrome	
DOID:3225	tracheal disease	
DOID:3227	tracheal stenosis	
DOID:3229	gastric dilatation	
DOID:3230	high pressure neurological syndrome	
DOID:3234	central nervous system lymphoma	A hematologic cancer that has_material_basis_in lymphoma located_in central nervous system.
DOID:3240	aspiration pneumonitis	A pneumonia that is defined as an acute lung injury after the inhalation of foreign material such as regurgitated acidic gastric contents, petroleum products and laxative oils. This syndrome occurs in patients who have a marked disturbance of consciousness such as that resulting from a drug overdose, seizures, a massive cerebrovascular accident, or the use of anesthesia. Aspiration of gastric contents results in a chemical burn of the tracheobronchial tree and pulmonary parenchyma, causing an intense parenchymal inflammatory reaction. The disesae has_symptom non-productive cough, has_symptom tachypnea, has_symptom bronchospasm, has_symptom bloody sputum, has_symptom frothy sputum, or has_symptom respiratory distress, 2-5 hrs after aspiration.
DOID:3241	lipid pneumonia	An aspiration pneumonitis resulting from the aspiration of lipids. It is the result of a foreign body-type reaction to the presence of lipid material within the lung parenchyma. It is caused by inhalation of nasal drops with oil base or cosmetic oil and aspiration of mineral oil when used as a laxative agent.
DOID:3246	embryonal rhabdomyosarcoma	A rhabdomyosarcoma wherein the mesenchymally-derived malignant cells resemble the primitive developing skeletal muscle of the embryo; it occurs most often in the head and neck area or in the genital or urinary organs.
DOID:3247	rhabdomyosarcoma	A skeletal muscle cancer that arise from skeletal muscle progenitors.
DOID:3250	pleomorphic rhabdomyosarcoma	
DOID:3251	prostate embryonal rhabdomyosarcoma	A prostate rhabdomyosarcoma that is most common in children.
DOID:3252	prostate rhabdomyosarcoma	A rhabdomyosarcoma and sarcoma of prostate that is located_in the prostate.
DOID:3253	embryonal extrahepatic bile duct rhabdomyosarcoma	
DOID:3254	bile duct rhabdomyosarcoma	A rhabdomyosarcoma and sarcoma of bile duct that is located_in the bile duct.
DOID:3255	botryoid rhabdomyosarcoma	
DOID:3258	orbit embryonal rhabdomyosarcoma	
DOID:3259	orbit rhabdomyosarcoma	
DOID:326	ischemia	A vascular disease that is characterized by a restriction in blood supply to tissues.
DOID:3260	spindle cell rhabdomyosarcoma	
DOID:3261	Job's syndrome	
DOID:3262	phagocyte bactericidal dysfunction	A primary immunodeficiency disease where phagocytes have a diminished ability to fight bacterial infection.
DOID:3263	piebaldism	
DOID:3264	subacute leukemia	A leukemia that is in between acute and chronic leukemia and is characterized by a moderate duration or severity.
DOID:3265	chronic granulomatous disease	A phagocyte bactericidal dysfunction characterized by an inability to resist repeated infectious diseases and a tendency to develop chronic inflammation. Life-threatening recurrent fungal and bacterial infections affecting the skin, lungs, and bones may occur along with swollen areas of inflamed tissues known as granulomas that can be widely distributed.
DOID:3267	mucinous ovarian cystadenoma	
DOID:3269	ovarian cystadenoma	
DOID:327	syringomyelia	
DOID:3274	proliferative type fibrocystic change of breast	
DOID:3275	thymoma	A thymus cancer that derives_from epithelial cells located_in the thymus. The tumor cells in a thymoma look similar to the normal cells of the thymus, grow slowly, and rarely spread beyond the thymus.
DOID:3277	thymus cancer	An immune system cancer located_in the thymus.
DOID:3278	encapsulated thymoma	
DOID:3279	spindle cell thymoma	
DOID:3280	mixed type thymoma	
DOID:3281	combined thymoma	
DOID:3282	dendritic cell thymoma	
DOID:3283	invasive malignant thymoma	
DOID:3284	thymic carcinoma	A thymus cancer that derives_from epithelial cells. The tumor cells in a thymic carcinoma look very different from the normal cells of the thymus, grow more quickly, and have usually spread to other parts of the body when the cancer is found.
DOID:3292	monkeypox	A viral infectious disease that results_in infection of primates, rodents and humans, located_in skin, has_material_basis_in Monkeypox virus, which is transmitted_by contact with the animal's blood, body fluids, rash, or with the body fluids of a sick person, transmitted_by fomites, and transmitted_by respiratory droplets. The infection has_symptom fever, has_symptom muscle ache, has_symptom headache, and has_symptom lymphadenopathy.
DOID:3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
DOID:3301	gonadoblastoma	A cell type benign neoplasm that is composed_of a mixture of gonadal elements.
DOID:3302	chordoma	A notochordal cancer that derives_from cellular remnants of the notochord.
DOID:3303	notochordal cancer	An embryonal cancer and bone cancer and mesenchymal cell neoplasm that is located_in the notochord.
DOID:3304	germinoma	A germ cell cancer that lacks histologic differentiation. It usually refers to a tumor in the brain.
DOID:3305	teratocarcinoma	A mixed germ cell tumor that is a mixture of teratoma with embryonal carcinoma, or with choriocarcinoma, or with both.
DOID:3306	mixed germ cell cancer	A germ cell cancer that occurs in many forms.
